날짜,결제시각,메뉴명,수량,결제금액
2025-05-20,21:03,소주,1,5000
2025-05-20,21:06,소주,1,5000
2025-05-20,21:07,소주,1,5000
2025-05-20,21:08,소주,1,5000
2025-05-20,21:08,오돌뼈,1,17000
2025-05-20,21:11,소주,1,5000
2025-05-20,21:11,닭발,1,18000
2025-05-20,21:12,닭발,1,18000
2025-05-20,21:14,소주,1,5000
2025-05-20,21:14,하이볼,1,7000
2025-05-20,21:18,소주,1,5000
2025-05-20,21:18,맥주,1,5000
2025-05-20,21:19,소주,1,5000
2025-05-20,21:19,맥주,1,5000
2025-05-20,21:21,맥주,1,5000
2025-05-20,21:22,맥주,1,5000
2025-05-20,21:24,오돌뼈,1,17000
2025-05-20,21:26,맥주,1,5000
2025-05-20,21:27,맥주,1,5000
2025-05-20,21:28,맥주,1,5000
2025-05-20,21:28,계란찜,1,7000
2025-05-20,21:31,하이볼,1,7000
2025-05-20,21:33,소주,1,5000
2025-05-20,21:33,계란찜,1,7000
2025-05-20,21:37,오돌뼈,1,17000
2025-05-20,21:44,소주,1,5000
2025-05-20,21:45,계란찜,1,7000
2025-05-20,21:46,오돌뼈,1,17000
2025-05-20,21:46,김치전,1,15000
2025-05-20,21:50,맥주,1,5000
2025-05-20,21:50,맥주,1,5000
2025-05-20,21:50,닭발,1,18000
2025-05-20,21:51,맥주,1,5000
2025-05-20,21:51,닭발,1,18000
2025-05-20,21:53,닭발,1,18000
2025-05-20,21:53,오돌뼈,1,17000
2025-05-20,21:55,하이볼,1,7000
2025-05-20,21:55,하이볼,1,7000
2025-05-20,21:56,오돌뼈,1,17000
2025-05-20,21:57,소주,1,5000
2025-05-20,21:58,하이볼,1,7000
2025-05-20,21:59,맥주,1,5000
2025-05-20,22:00,맥주,1,5000
2025-05-20,22:04,소주,1,5000
2025-05-20,22:11,맥주,1,5000
2025-05-20,22:12,김치전,1,15000
2025-05-20,22:14,하이볼,1,7000
2025-05-20,22:14,오돌뼈,1,17000
2025-05-20,22:14,김치전,1,15000
2025-05-20,22:20,닭발,1,18000
2025-05-20,22:22,계란찜,1,7000
2025-05-20,22:23,맥주,1,5000
2025-05-20,22:25,맥주,1,5000
2025-05-20,22:25,오돌뼈,1,17000
2025-05-20,22:27,김치전,1,15000
2025-05-20,22:28,닭발,1,18000
2025-05-20,22:39,김치전,1,15000
2025-05-20,22:45,맥주,1,5000
2025-05-20,22:47,소주,1,5000
2025-05-20,22:49,소주,1,5000
2025-05-20,22:55,닭발,1,18000
2025-05-20,22:59,소주,1,5000
2025-05-20,23:00,오돌뼈,1,17000
2025-05-20,23:05,오돌뼈,1,17000
2025-05-20,23:19,소주,1,5000
2025-05-20,23:22,소주,1,5000
2025-05-20,23:24,맥주,1,5000
2025-05-20,23:41,닭발,1,18000
2025-05-20,23:50,소주,1,5000
2025-05-21,18:52,닭발,1,18000
2025-05-21,19:20,소주,1,5000
2025-05-21,19:27,하이볼,1,7000
2025-05-21,19:30,소주,1,5000
2025-05-21,19:39,하이볼,1,7000
2025-05-21,19:40,맥주,1,5000
2025-05-21,19:43,하이볼,1,7000
2025-05-21,19:51,계란찜,1,7000
2025-05-21,20:05,하이볼,1,7000
2025-05-21,20:07,소주,1,5000
2025-05-21,20:17,소주,1,5000
2025-05-21,20:21,김치전,1,15000
2025-05-21,20:23,닭발,1,18000
2025-05-21,20:26,오돌뼈,1,17000
2025-05-21,20:26,오돌뼈,1,17000
2025-05-21,20:28,맥주,1,5000
2025-05-21,20:28,하이볼,1,7000
2025-05-21,20:31,닭발,1,18000
2025-05-21,20:33,김치전,1,15000
2025-05-21,20:34,소주,1,5000
2025-05-21,20:34,김치전,1,15000
2025-05-21,20:35,맥주,1,5000
2025-05-21,20:36,하이볼,1,7000
2025-05-21,20:40,맥주,1,5000
2025-05-21,20:41,닭발,1,18000
2025-05-21,20:45,소주,1,5000
2025-05-21,20:45,맥주,1,5000
2025-05-21,20:47,소주,1,5000
2025-05-21,20:48,소주,1,5000
2025-05-21,20:50,닭발,1,18000
2025-05-21,20:51,하이볼,1,7000
2025-05-21,20:55,소주,1,5000
2025-05-21,20:58,맥주,1,5000
2025-05-21,20:58,닭발,1,18000
2025-05-21,21:00,맥주,1,5000
2025-05-21,21:02,맥주,1,5000
2025-05-21,21:02,하이볼,1,7000
2025-05-21,21:06,맥주,1,5000
2025-05-21,21:06,닭발,1,18000
2025-05-21,21:06,오돌뼈,1,17000
2025-05-21,21:07,하이볼,1,7000
2025-05-21,21:10,김치전,1,15000
2025-05-21,21:14,김치전,1,15000
2025-05-21,21:16,소주,1,5000
2025-05-21,21:16,계란찜,1,7000
2025-05-21,21:17,소주,1,5000
2025-05-21,21:21,소주,1,5000
2025-05-21,21:23,하이볼,1,7000
2025-05-21,21:24,맥주,1,5000
2025-05-21,21:24,계란찜,1,7000
2025-05-21,21:27,맥주,1,5000
2025-05-21,21:28,하이볼,1,7000
2025-05-21,21:30,소주,1,5000
2025-05-21,21:31,김치전,1,15000
2025-05-21,21:32,오돌뼈,1,17000
2025-05-21,21:34,하이볼,1,7000
2025-05-21,21:36,김치전,1,15000
2025-05-21,21:38,김치전,1,15000
2025-05-21,21:40,닭발,1,18000
2025-05-21,21:42,닭발,1,18000
2025-05-21,21:44,소주,1,5000
2025-05-21,21:44,소주,1,5000
2025-05-21,21:44,맥주,1,5000
2025-05-21,21:44,맥주,1,5000
2025-05-21,21:44,닭발,1,18000
2025-05-21,21:45,소주,1,5000
2025-05-21,21:48,맥주,1,5000
2025-05-21,21:48,하이볼,1,7000
2025-05-21,21:49,소주,1,5000
2025-05-21,21:52,오돌뼈,1,17000
2025-05-21,21:54,맥주,1,5000
2025-05-21,21:56,소주,1,5000
2025-05-21,21:56,소주,1,5000
2025-05-21,21:58,계란찜,1,7000
2025-05-21,21:59,닭발,1,18000
2025-05-21,22:01,오돌뼈,1,17000
2025-05-21,22:04,소주,1,5000
2025-05-21,22:05,소주,1,5000
2025-05-21,22:07,소주,1,5000
2025-05-21,22:07,소주,1,5000
2025-05-21,22:08,하이볼,1,7000
2025-05-21,22:08,오돌뼈,1,17000
2025-05-21,22:08,오돌뼈,1,17000
2025-05-21,22:09,계란찜,1,7000
2025-05-21,22:11,하이볼,1,7000
2025-05-21,22:14,맥주,1,5000
2025-05-21,22:14,김치전,1,15000
2025-05-21,22:19,오돌뼈,1,17000
2025-05-21,22:24,김치전,1,15000
2025-05-21,22:26,소주,1,5000
2025-05-21,22:28,오돌뼈,1,17000
2025-05-21,22:31,김치전,1,15000
2025-05-21,22:32,맥주,1,5000
2025-05-21,22:32,맥주,1,5000
2025-05-21,22:35,맥주,1,5000
2025-05-21,22:36,소주,1,5000
2025-05-21,22:36,소주,1,5000
2025-05-21,22:41,맥주,1,5000
2025-05-21,22:41,닭발,1,18000
2025-05-21,22:42,하이볼,1,7000
2025-05-21,22:42,김치전,1,15000
2025-05-21,22:47,계란찜,1,7000
2025-05-21,22:48,오돌뼈,1,17000
2025-05-21,22:59,맥주,1,5000
2025-05-21,23:07,닭발,1,18000
2025-05-21,23:11,오돌뼈,1,17000
2025-05-21,23:15,맥주,1,5000
2025-05-21,23:17,김치전,1,15000
2025-05-21,23:19,오돌뼈,1,17000
2025-05-21,23:20,계란찜,1,7000
2025-05-21,23:22,계란찜,1,7000
2025-05-21,23:25,소주,1,5000
2025-05-21,23:25,소주,1,5000
2025-05-21,23:28,맥주,1,5000
2025-05-21,23:30,맥주,1,5000
2025-05-21,23:32,계란찜,1,7000
2025-05-21,23:33,닭발,1,18000
2025-05-21,23:50,맥주,1,5000
2025-05-22,18:59,소주,1,5000
2025-05-22,19:23,오돌뼈,1,17000
2025-05-22,19:29,소주,1,5000
2025-05-22,19:30,오돌뼈,1,17000
2025-05-22,19:45,닭발,1,18000
2025-05-22,19:53,소주,1,5000
2025-05-22,19:53,계란찜,1,7000
2025-05-22,19:57,맥주,1,5000
2025-05-22,19:58,하이볼,1,7000
2025-05-22,20:01,오돌뼈,1,17000
2025-05-22,20:01,계란찜,1,7000
2025-05-22,20:02,김치전,1,15000
2025-05-22,20:04,맥주,1,5000
2025-05-22,20:06,소주,1,5000
2025-05-22,20:06,하이볼,1,7000
2025-05-22,20:08,소주,1,5000
2025-05-22,20:09,계란찜,1,7000
2025-05-22,20:17,맥주,1,5000
2025-05-22,20:17,맥주,1,5000
2025-05-22,20:20,맥주,1,5000
2025-05-22,20:21,소주,1,5000
2025-05-22,20:22,김치전,1,15000
2025-05-22,20:25,맥주,1,5000
2025-05-22,20:28,오돌뼈,1,17000
2025-05-22,20:30,오돌뼈,1,17000
2025-05-22,20:30,계란찜,1,7000
2025-05-22,20:34,소주,1,5000
2025-05-22,20:36,계란찜,1,7000
2025-05-22,20:39,소주,1,5000
2025-05-22,20:41,김치전,1,15000
2025-05-22,20:44,소주,1,5000
2025-05-22,20:44,오돌뼈,1,17000
2025-05-22,20:45,닭발,1,18000
2025-05-22,20:46,김치전,1,15000
2025-05-22,20:49,계란찜,1,7000
2025-05-22,20:50,김치전,1,15000
2025-05-22,20:51,닭발,1,18000
2025-05-22,20:57,닭발,1,18000
2025-05-22,20:59,하이볼,1,7000
2025-05-22,21:00,맥주,1,5000
2025-05-22,21:02,하이볼,1,7000
2025-05-22,21:03,오돌뼈,1,17000
2025-05-22,21:04,소주,1,5000
2025-05-22,21:04,맥주,1,5000
2025-05-22,21:05,소주,1,5000
2025-05-22,21:06,하이볼,1,7000
2025-05-22,21:08,오돌뼈,1,17000
2025-05-22,21:09,김치전,1,15000
2025-05-22,21:11,맥주,1,5000
2025-05-22,21:12,맥주,1,5000
2025-05-22,21:12,하이볼,1,7000
2025-05-22,21:13,소주,1,5000
2025-05-22,21:16,맥주,1,5000
2025-05-22,21:20,맥주,1,5000
2025-05-22,21:21,맥주,1,5000
2025-05-22,21:21,닭발,1,18000
2025-05-22,21:25,소주,1,5000
2025-05-22,21:25,닭발,1,18000
2025-05-22,21:25,오돌뼈,1,17000
2025-05-22,21:27,소주,1,5000
2025-05-22,21:27,닭발,1,18000
2025-05-22,21:27,오돌뼈,1,17000
2025-05-22,21:28,소주,1,5000
2025-05-22,21:28,소주,1,5000
2025-05-22,21:28,맥주,1,5000
2025-05-22,21:29,닭발,1,18000
2025-05-22,21:30,닭발,1,18000
2025-05-22,21:31,소주,1,5000
2025-05-22,21:31,닭발,1,18000
2025-05-22,21:32,소주,1,5000
2025-05-22,21:35,소주,1,5000
2025-05-22,21:35,맥주,1,5000
2025-05-22,21:37,하이볼,1,7000
2025-05-22,21:38,맥주,1,5000
2025-05-22,21:40,계란찜,1,7000
2025-05-22,21:43,맥주,1,5000
2025-05-22,21:45,맥주,1,5000
2025-05-22,21:45,맥주,1,5000
2025-05-22,21:46,닭발,1,18000
2025-05-22,21:47,맥주,1,5000
2025-05-22,21:47,김치전,1,15000
2025-05-22,21:48,하이볼,1,7000
2025-05-22,21:48,닭발,1,18000
2025-05-22,21:49,하이볼,1,7000
2025-05-22,21:50,맥주,1,5000
2025-05-22,21:51,맥주,1,5000
2025-05-22,21:52,닭발,1,18000
2025-05-22,21:53,소주,1,5000
2025-05-22,21:54,닭발,1,18000
2025-05-22,21:55,소주,1,5000
2025-05-22,21:59,김치전,1,15000
2025-05-22,22:00,맥주,1,5000
2025-05-22,22:01,김치전,1,15000
2025-05-22,22:05,하이볼,1,7000
2025-05-22,22:06,소주,1,5000
2025-05-22,22:06,닭발,1,18000
2025-05-22,22:07,맥주,1,5000
2025-05-22,22:08,소주,1,5000
2025-05-22,22:10,소주,1,5000
2025-05-22,22:11,오돌뼈,1,17000
2025-05-22,22:11,계란찜,1,7000
2025-05-22,22:12,김치전,1,15000
2025-05-22,22:15,계란찜,1,7000
2025-05-22,22:16,계란찜,1,7000
2025-05-22,22:19,맥주,1,5000
2025-05-22,22:20,맥주,1,5000
2025-05-22,22:23,김치전,1,15000
2025-05-22,22:25,맥주,1,5000
2025-05-22,22:28,하이볼,1,7000
2025-05-22,22:31,맥주,1,5000
2025-05-22,22:32,김치전,1,15000
2025-05-22,22:41,맥주,1,5000
2025-05-22,22:48,소주,1,5000
2025-05-22,22:55,소주,1,5000
2025-05-22,22:58,소주,1,5000
2025-05-22,22:58,계란찜,1,7000
2025-05-22,23:01,맥주,1,5000
2025-05-22,23:03,소주,1,5000
2025-05-22,23:14,소주,1,5000
2025-05-22,23:19,맥주,1,5000
2025-05-22,23:19,오돌뼈,1,17000
2025-05-22,23:20,김치전,1,15000
2025-05-22,23:23,소주,1,5000
2025-05-22,23:29,하이볼,1,7000
2025-05-22,23:31,김치전,1,15000
2025-05-22,23:50,소주,1,5000
2025-05-23,18:42,맥주,1,5000
2025-05-23,19:16,오돌뼈,1,17000
2025-05-23,19:28,하이볼,1,7000
2025-05-23,19:38,하이볼,1,7000
2025-05-23,19:45,맥주,1,5000
2025-05-23,19:47,소주,1,5000
2025-05-23,19:50,소주,1,5000
2025-05-23,20:00,맥주,1,5000
2025-05-23,20:02,하이볼,1,7000
2025-05-23,20:04,김치전,1,15000
2025-05-23,20:08,맥주,1,5000
2025-05-23,20:08,계란찜,1,7000
2025-05-23,20:09,소주,1,5000
2025-05-23,20:12,소주,1,5000
2025-05-23,20:13,닭발,1,18000
2025-05-23,20:15,맥주,1,5000
2025-05-23,20:16,계란찜,1,7000
2025-05-23,20:17,맥주,1,5000
2025-05-23,20:20,맥주,1,5000
2025-05-23,20:22,소주,1,5000
2025-05-23,20:23,맥주,1,5000
2025-05-23,20:24,계란찜,1,7000
2025-05-23,20:25,맥주,1,5000
2025-05-23,20:30,맥주,1,5000
2025-05-23,20:30,오돌뼈,1,17000
2025-05-23,20:32,계란찜,1,7000
2025-05-23,20:41,닭발,1,18000
2025-05-23,20:42,소주,1,5000
2025-05-23,20:44,맥주,1,5000
2025-05-23,20:45,맥주,1,5000
2025-05-23,20:50,맥주,1,5000
2025-05-23,20:51,맥주,1,5000
2025-05-23,20:51,닭발,1,18000
2025-05-23,20:55,오돌뼈,1,17000
2025-05-23,20:57,소주,1,5000
2025-05-23,20:57,소주,1,5000
2025-05-23,20:59,하이볼,1,7000
2025-05-23,21:00,닭발,1,18000
2025-05-23,21:01,닭발,1,18000
2025-05-23,21:02,하이볼,1,7000
2025-05-23,21:03,하이볼,1,7000
2025-05-23,21:06,맥주,1,5000
2025-05-23,21:07,닭발,1,18000
2025-05-23,21:07,오돌뼈,1,17000
2025-05-23,21:10,소주,1,5000
2025-05-23,21:10,계란찜,1,7000
2025-05-23,21:13,계란찜,1,7000
2025-05-23,21:14,소주,1,5000
2025-05-23,21:16,소주,1,5000
2025-05-23,21:17,맥주,1,5000
2025-05-23,21:17,오돌뼈,1,17000
2025-05-23,21:18,하이볼,1,7000
2025-05-23,21:18,닭발,1,18000
2025-05-23,21:19,김치전,1,15000
2025-05-23,21:20,닭발,1,18000
2025-05-23,21:20,계란찜,1,7000
2025-05-23,21:21,소주,1,5000
2025-05-23,21:24,소주,1,5000
2025-05-23,21:26,하이볼,1,7000
2025-05-23,21:27,김치전,1,15000
2025-05-23,21:29,소주,1,5000
2025-05-23,21:31,소주,1,5000
2025-05-23,21:32,계란찜,1,7000
2025-05-23,21:33,닭발,1,18000
2025-05-23,21:34,계란찜,1,7000
2025-05-23,21:35,맥주,1,5000
2025-05-23,21:35,하이볼,1,7000
2025-05-23,21:35,김치전,1,15000
2025-05-23,21:36,소주,1,5000
2025-05-23,21:36,맥주,1,5000
2025-05-23,21:37,오돌뼈,1,17000
2025-05-23,21:39,소주,1,5000
2025-05-23,21:39,맥주,1,5000
2025-05-23,21:39,하이볼,1,7000
2025-05-23,21:40,닭발,1,18000
2025-05-23,21:41,맥주,1,5000
2025-05-23,21:43,맥주,1,5000
2025-05-23,21:43,오돌뼈,1,17000
2025-05-23,21:44,김치전,1,15000
2025-05-23,21:47,맥주,1,5000
2025-05-23,21:47,하이볼,1,7000
2025-05-23,21:50,하이볼,1,7000
2025-05-23,21:53,김치전,1,15000
2025-05-23,22:01,맥주,1,5000
2025-05-23,22:02,맥주,1,5000
2025-05-23,22:06,하이볼,1,7000
2025-05-23,22:06,오돌뼈,1,17000
2025-05-23,22:06,오돌뼈,1,17000
2025-05-23,22:06,김치전,1,15000
2025-05-23,22:07,맥주,1,5000
2025-05-23,22:07,맥주,1,5000
2025-05-23,22:07,하이볼,1,7000
2025-05-23,22:08,소주,1,5000
2025-05-23,22:08,하이볼,1,7000
2025-05-23,22:08,김치전,1,15000
2025-05-23,22:10,소주,1,5000
2025-05-23,22:10,소주,1,5000
2025-05-23,22:11,오돌뼈,1,17000
2025-05-23,22:11,계란찜,1,7000
2025-05-23,22:12,맥주,1,5000
2025-05-23,22:13,하이볼,1,7000
2025-05-23,22:17,소주,1,5000
2025-05-23,22:18,소주,1,5000
2025-05-23,22:18,소주,1,5000
2025-05-23,22:20,닭발,1,18000
2025-05-23,22:20,김치전,1,15000
2025-05-23,22:21,닭발,1,18000
2025-05-23,22:22,소주,1,5000
2025-05-23,22:22,소주,1,5000
2025-05-23,22:27,소주,1,5000
2025-05-23,22:28,하이볼,1,7000
2025-05-23,22:31,소주,1,5000
2025-05-23,22:31,맥주,1,5000
2025-05-23,22:32,닭발,1,18000
2025-05-23,22:33,오돌뼈,1,17000
2025-05-23,22:33,김치전,1,15000
2025-05-23,22:35,닭발,1,18000
2025-05-23,22:38,닭발,1,18000
2025-05-23,22:38,김치전,1,15000
2025-05-23,22:40,오돌뼈,1,17000
2025-05-23,22:48,맥주,1,5000
2025-05-23,22:49,소주,1,5000
2025-05-23,22:49,닭발,1,18000
2025-05-23,22:50,소주,1,5000
2025-05-23,22:58,맥주,1,5000
2025-05-23,22:58,계란찜,1,7000
2025-05-23,23:02,소주,1,5000
2025-05-23,23:11,소주,1,5000
2025-05-23,23:21,소주,1,5000
2025-05-23,23:30,맥주,1,5000
2025-05-23,23:30,닭발,1,18000
2025-05-23,23:32,오돌뼈,1,17000
2025-05-23,23:50,소주,1,5000
2025-05-24,19:12,하이볼,1,7000
2025-05-24,19:19,오돌뼈,1,17000
2025-05-24,19:29,맥주,1,5000
2025-05-24,19:33,맥주,1,5000
2025-05-24,19:36,소주,1,5000
2025-05-24,19:36,맥주,1,5000
2025-05-24,19:40,오돌뼈,1,17000
2025-05-24,19:42,계란찜,1,7000
2025-05-24,19:43,소주,1,5000
2025-05-24,19:45,닭발,1,18000
2025-05-24,19:46,하이볼,1,7000
2025-05-24,19:51,소주,1,5000
2025-05-24,19:53,닭발,1,18000
2025-05-24,19:54,김치전,1,15000
2025-05-24,19:58,맥주,1,5000
2025-05-24,20:01,하이볼,1,7000
2025-05-24,20:06,계란찜,1,7000
2025-05-24,20:13,오돌뼈,1,17000
2025-05-24,20:16,맥주,1,5000
2025-05-24,20:20,닭발,1,18000
2025-05-24,20:20,닭발,1,18000
2025-05-24,20:23,맥주,1,5000
2025-05-24,20:24,하이볼,1,7000
2025-05-24,20:25,맥주,1,5000
2025-05-24,20:28,맥주,1,5000
2025-05-24,20:30,소주,1,5000
2025-05-24,20:30,닭발,1,18000
2025-05-24,20:30,닭발,1,18000
2025-05-24,20:36,김치전,1,15000
2025-05-24,20:39,소주,1,5000
2025-05-24,20:40,소주,1,5000
2025-05-24,20:45,맥주,1,5000
2025-05-24,20:46,맥주,1,5000
2025-05-24,20:48,소주,1,5000
2025-05-24,20:48,맥주,1,5000
2025-05-24,20:52,소주,1,5000
2025-05-24,20:52,오돌뼈,1,17000
2025-05-24,20:53,맥주,1,5000
2025-05-24,20:53,김치전,1,15000
2025-05-24,20:54,닭발,1,18000
2025-05-24,20:56,소주,1,5000
2025-05-24,20:56,하이볼,1,7000
2025-05-24,20:56,하이볼,1,7000
2025-05-24,20:57,닭발,1,18000
2025-05-24,21:00,맥주,1,5000
2025-05-24,21:00,닭발,1,18000
2025-05-24,21:02,소주,1,5000
2025-05-24,21:03,소주,1,5000
2025-05-24,21:06,하이볼,1,7000
2025-05-24,21:07,소주,1,5000
2025-05-24,21:07,소주,1,5000
2025-05-24,21:07,닭발,1,18000
2025-05-24,21:11,소주,1,5000
2025-05-24,21:14,계란찜,1,7000
2025-05-24,21:17,오돌뼈,1,17000
2025-05-24,21:19,닭발,1,18000
2025-05-24,21:19,김치전,1,15000
2025-05-24,21:19,계란찜,1,7000
2025-05-24,21:21,닭발,1,18000
2025-05-24,21:22,오돌뼈,1,17000
2025-05-24,21:24,소주,1,5000
2025-05-24,21:24,계란찜,1,7000
2025-05-24,21:25,맥주,1,5000
2025-05-24,21:26,맥주,1,5000
2025-05-24,21:27,김치전,1,15000
2025-05-24,21:28,소주,1,5000
2025-05-24,21:29,맥주,1,5000
2025-05-24,21:30,소주,1,5000
2025-05-24,21:31,소주,1,5000
2025-05-24,21:32,소주,1,5000
2025-05-24,21:34,소주,1,5000
2025-05-24,21:35,맥주,1,5000
2025-05-24,21:40,소주,1,5000
2025-05-24,21:43,오돌뼈,1,17000
2025-05-24,21:43,오돌뼈,1,17000
2025-05-24,21:44,맥주,1,5000
2025-05-24,21:44,닭발,1,18000
2025-05-24,21:45,하이볼,1,7000
2025-05-24,21:46,계란찜,1,7000
2025-05-24,21:49,맥주,1,5000
2025-05-24,21:50,닭발,1,18000
2025-05-24,21:50,김치전,1,15000
2025-05-24,21:51,소주,1,5000
2025-05-24,21:53,맥주,1,5000
2025-05-24,21:54,소주,1,5000
2025-05-24,21:54,소주,1,5000
2025-05-24,21:55,계란찜,1,7000
2025-05-24,21:58,하이볼,1,7000
2025-05-24,21:59,오돌뼈,1,17000
2025-05-24,22:02,소주,1,5000
2025-05-24,22:02,맥주,1,5000
2025-05-24,22:05,하이볼,1,7000
2025-05-24,22:06,하이볼,1,7000
2025-05-24,22:09,소주,1,5000
2025-05-24,22:09,김치전,1,15000
2025-05-24,22:11,계란찜,1,7000
2025-05-24,22:12,소주,1,5000
2025-05-24,22:12,계란찜,1,7000
2025-05-24,22:16,맥주,1,5000
2025-05-24,22:16,하이볼,1,7000
2025-05-24,22:19,오돌뼈,1,17000
2025-05-24,22:21,오돌뼈,1,17000
2025-05-24,22:24,김치전,1,15000
2025-05-24,22:27,소주,1,5000
2025-05-24,22:27,소주,1,5000
2025-05-24,22:27,계란찜,1,7000
2025-05-24,22:28,계란찜,1,7000
2025-05-24,22:33,맥주,1,5000
2025-05-24,22:34,맥주,1,5000
2025-05-24,22:34,하이볼,1,7000
2025-05-24,22:35,소주,1,5000
2025-05-24,22:35,오돌뼈,1,17000
2025-05-24,22:36,소주,1,5000
2025-05-24,22:37,닭발,1,18000
2025-05-24,22:40,맥주,1,5000
2025-05-24,22:41,닭발,1,18000
2025-05-24,22:44,닭발,1,18000
2025-05-24,22:44,김치전,1,15000
2025-05-24,22:44,계란찜,1,7000
2025-05-24,22:49,맥주,1,5000
2025-05-24,22:49,닭발,1,18000
2025-05-24,22:51,소주,1,5000
2025-05-24,22:53,하이볼,1,7000
2025-05-24,22:55,김치전,1,15000
2025-05-24,22:57,맥주,1,5000
2025-05-24,22:59,맥주,1,5000
2025-05-24,23:04,소주,1,5000
2025-05-24,23:04,맥주,1,5000
2025-05-24,23:06,소주,1,5000
2025-05-24,23:07,김치전,1,15000
2025-05-24,23:15,김치전,1,15000
2025-05-24,23:16,오돌뼈,1,17000
2025-05-24,23:30,오돌뼈,1,17000
2025-05-24,23:32,맥주,1,5000
2025-05-24,23:50,소주,1,5000
2025-05-24,23:50,맥주,1,5000
2025-05-24,23:50,김치전,1,15000
2025-05-25,18:51,소주,1,5000
2025-05-25,19:07,하이볼,1,7000
2025-05-25,19:12,오돌뼈,1,17000
2025-05-25,19:25,소주,1,5000
2025-05-25,19:32,소주,1,5000
2025-05-25,19:53,맥주,1,5000
2025-05-25,19:56,계란찜,1,7000
2025-05-25,19:58,계란찜,1,7000
2025-05-25,20:08,맥주,1,5000
2025-05-25,20:12,계란찜,1,7000
2025-05-25,20:15,맥주,1,5000
2025-05-25,20:18,소주,1,5000
2025-05-25,20:22,맥주,1,5000
2025-05-25,20:24,김치전,1,15000
2025-05-25,20:35,맥주,1,5000
2025-05-25,20:40,맥주,1,5000
2025-05-25,20:40,닭발,1,18000
2025-05-25,20:44,김치전,1,15000
2025-05-25,20:46,맥주,1,5000
2025-05-25,20:51,맥주,1,5000
2025-05-25,20:52,소주,1,5000
2025-05-25,20:54,닭발,1,18000
2025-05-25,20:54,닭발,1,18000
2025-05-25,21:01,소주,1,5000
2025-05-25,21:03,계란찜,1,7000
2025-05-25,21:23,소주,1,5000
2025-05-25,21:26,소주,1,5000
2025-05-25,21:28,소주,1,5000
2025-05-25,21:28,맥주,1,5000
2025-05-25,21:28,김치전,1,15000
2025-05-25,21:39,닭발,1,18000
2025-05-25,21:44,김치전,1,15000
2025-05-25,21:47,닭발,1,18000
2025-05-25,21:48,하이볼,1,7000
2025-05-25,21:51,오돌뼈,1,17000
2025-05-25,21:53,맥주,1,5000
2025-05-25,21:57,하이볼,1,7000
2025-05-25,21:57,닭발,1,18000
2025-05-25,22:01,하이볼,1,7000
2025-05-25,22:13,맥주,1,5000
2025-05-25,22:15,김치전,1,15000
2025-05-25,22:16,하이볼,1,7000
2025-05-25,22:20,맥주,1,5000
2025-05-25,22:22,맥주,1,5000
2025-05-25,22:28,소주,1,5000
2025-05-25,22:28,소주,1,5000
2025-05-25,22:29,하이볼,1,7000
2025-05-25,22:32,소주,1,5000
2025-05-25,22:52,계란찜,1,7000
2025-05-25,23:50,맥주,1,5000
2025-05-25,23:50,하이볼,1,7000
2025-05-26,19:35,맥주,1,5000
2025-05-26,19:39,소주,1,5000
2025-05-26,19:46,맥주,1,5000
2025-05-26,19:48,소주,1,5000
2025-05-26,19:49,맥주,1,5000
2025-05-26,19:50,맥주,1,5000
2025-05-26,19:59,맥주,1,5000
2025-05-26,20:04,하이볼,1,7000
2025-05-26,20:05,닭발,1,18000
2025-05-26,20:07,계란찜,1,7000
2025-05-26,20:14,오돌뼈,1,17000
2025-05-26,20:15,하이볼,1,7000
2025-05-26,20:17,오돌뼈,1,17000
2025-05-26,20:35,오돌뼈,1,17000
2025-05-26,20:36,하이볼,1,7000
2025-05-26,20:36,닭발,1,18000
2025-05-26,20:40,소주,1,5000
2025-05-26,20:49,맥주,1,5000
2025-05-26,20:51,맥주,1,5000
2025-05-26,20:53,소주,1,5000
2025-05-26,20:54,닭발,1,18000
2025-05-26,21:01,맥주,1,5000
2025-05-26,21:05,오돌뼈,1,17000
2025-05-26,21:06,김치전,1,15000
2025-05-26,21:08,김치전,1,15000
2025-05-26,21:15,맥주,1,5000
2025-05-26,21:15,하이볼,1,7000
2025-05-26,21:16,소주,1,5000
2025-05-26,21:20,소주,1,5000
2025-05-26,21:23,소주,1,5000
2025-05-26,21:23,계란찜,1,7000
2025-05-26,21:27,닭발,1,18000
2025-05-26,21:27,김치전,1,15000
2025-05-26,21:30,오돌뼈,1,17000
2025-05-26,21:31,닭발,1,18000
2025-05-26,21:37,오돌뼈,1,17000
2025-05-26,21:37,계란찜,1,7000
2025-05-26,21:38,닭발,1,18000
2025-05-26,21:39,닭발,1,18000
2025-05-26,21:40,닭발,1,18000
2025-05-26,21:41,김치전,1,15000
2025-05-26,21:43,소주,1,5000
2025-05-26,21:44,오돌뼈,1,17000
2025-05-26,21:47,소주,1,5000
2025-05-26,21:49,닭발,1,18000
2025-05-26,21:51,김치전,1,15000
2025-05-26,21:53,하이볼,1,7000
2025-05-26,21:54,소주,1,5000
2025-05-26,21:56,닭발,1,18000
2025-05-26,21:57,김치전,1,15000
2025-05-26,22:00,맥주,1,5000
2025-05-26,22:00,하이볼,1,7000
2025-05-26,22:01,소주,1,5000
2025-05-26,22:09,김치전,1,15000
2025-05-26,22:16,소주,1,5000
2025-05-26,22:16,맥주,1,5000
